record_id,entity_id
17179894325,17179869381
17179894363,17179883888
17179894743,17179894743
17179894848,17179869623
17179895272,17179877558
17179895318,17179893041
17179895830,17179871878
17179896079,17179878770
17179896200,17179874493
17179896212,17179874205
17179896309,17179873804
17179896368,17179883223
17179896427,17179870826
17179896591,17179874522
17179896617,17179873109
17179896637,17179884328
17179896737,17179878726
17179896924,17179876865
17179897047,17179875967
17179897215,17179881207
17179897266,17179870191
17179897318,17179882058
17179897356,17179873025
17179897590,17179872110
17179897839,17179879762
17179897917,17179873703
17179898174,17179869922
17179898555,17179874586
17179899057,17179869381
17179899536,17179871613
17179899610,17179870524
17179899884,17179869720
17179899978,17179873641
17179900243,17179872648
17179900415,17179879764
17179900456,17179873467
17179900537,17179870603
17179900579,17179872056
17179900703,17179869719
17179900727,17179886183
17179900891,17179870721
17179901404,17179871491
17179901487,17179877085
17179901819,17179875536
17179901959,17179879233
17179902435,17179870065
17179869201,17179869201
17179869308,17179869308
17179869759,17179869759
17179869844,17179869844
17179869937,17179869937
17179869963,17179869963
17179870214,17179870214
17179870322,17179870322
17179870362,17179869607
17179870645,17179870645
17179870700,17179870040
17179870900,17179870900
17179871022,17179870797
17179871262,17179870249
17179871906,17179870467
17179872334,17179869371
17179872375,17179871367
17179872657,17179869625
17179872721,17179871630
17179872749,17179871482
17179873403,17179869886
17179873544,17179870934
17179873668,17179873668
17179873959,17179873959
17179874043,17179873062
17179875387,17179871902
17179875481,17179873991
17179876185,17179876185
17179876204,17179869431
17179876351,17179873001
17179876492,17179876492
17179876628,17179875235
17179877540,17179870260
17179877641,17179877641
17179877978,17179871072
17179878163,17179870251
17179878298,17179871914
17179878364,17179869423
17179879068,17179870184
17179879419,17179879419
17179879605,17179869184
17179879609,17179870405
17179879979,17179879979
17179880147,17179880147
17179880324,17179870384
17179880350,17179874551
17179880430,17179872630
17179880631,17179869397
17179880632,17179869544
17179880675,17179870780
17179881246,17179873557
17179881315,17179870638
17179881513,17179876960
17179881693,17179881693
17179881814,17179870899
17179881947,17179872361
17179881970,17179871948
17179882097,17179870291
17179882396,17179882396
17179882738,17179874090
17179883063,17179869886
17179883173,17179869781
17179883175,17179878898
17179883191,17179872775
17179883287,17179873726
17179883353,17179883353
17179883875,17179869884
17179884036,17179884036
17179884124,17179870353
17179884256,17179869207
17179884314,17179884314
17179885087,17179879347
17179885239,17179878770
17179885259,17179875091
17179885378,17179869278
17179885710,17179870357
17179885871,17179877928
17179886204,17179878324
17179886638,17179877913
17179887195,17179887195
17179887387,17179871112
17179887488,17179875607
17179887555,17179887555
17179887596,17179885950
17179888072,17179870483
17179888263,17179885582
17179888296,17179870504
17179888725,17179871776
17179888870,17179881592
17179888961,17179869348
17179889740,17179869264
17179889811,17179872098
17179890554,17179870405
17179890858,17179890858
17179890883,17179875665
17179890993,17179890993
17179891375,17179872826
17179891482,17179869295
17179891523,17179881081
17179891798,17179871356
17179891860,17179877559
17179892154,17179877237
17179892327,17179892327
17179892344,17179873147
17179892786,17179871738
17179892840,17179876923
17179893115,17179872642
17179893285,17179870650
17179893447,17179874958
17179893617,17179873714
17179893724,17179873719
17179893750,17179869623
17179893755,17179869256
17179893791,17179869730
17179893838,17179869808
17179893887,17179871660
17179893908,17179875973
17179893981,17179893981
17179894025,17179869649
17179894158,17179871112
17179894278,17179872979
17179894381,17179873147
17179894388,17179875421
17179894403,17179869540
17179894481,17179874271
17179894556,17179871792
17179895241,17179884995
17179895918,17179872383
17179896106,17179873134
17179896174,17179874769
17179896301,17179869455
17179896308,17179872943
17179896488,17179874896
17179896560,17179879909
17179896654,17179870324
17179896798,17179869715
17179897183,17179872635
17179897581,17179881926
17179897764,17179888985
17179897922,17179875269
17179898006,17179872900
17179898139,17179875620
17179898255,17179883492
17179898806,17179876370
17179898912,17179874821
17179899542,17179870570
17179899584,17179869719
17179899800,17179871679
17179899863,17179870974
17179899987,17179871717
17179900391,17179869381
17179900630,17179869186
17179900847,17179871728
17179900955,17179872680
17179901061,17179874975
17179901097,17179870773
17179901339,17179875017
17179901498,17179872808
17179901605,17179872944
17179901736,17179877631
17179902132,17179885120
17179902157,17179872855
17179902287,17179902287
17179902401,17179872927
17179902576,17179877138
17179869603,17179869603
17179869694,17179869694
17179869832,17179869832
17179869857,17179869857
17179869988,17179869988
17179870237,17179869840
17179870585,17179870585
17179870763,17179870763
17179870906,17179870906
17179871481,17179870272
17179871551,17179870580
17179871820,17179871820
17179872223,17179872223
17179872257,17179872257
17179872829,17179872829
17179872835,17179869535
17179872992,17179869508
17179873024,17179873024
17179873034,17179869855
17179873077,17179873077
17179873191,17179871599
17179873680,17179869497
17179873735,17179873735
17179874329,17179874329
17179874606,17179870129
17179874632,17179871419
17179874677,17179872567
17179874761,17179870703
17179875317,17179875317
17179875337,17179875337
17179875438,17179870370
17179875604,17179874890
17179875749,17179874128
17179875909,17179870737
17179876166,17179869943
17179876360,17179876360
17179876570,17179875311
17179876705,17179869269
17179876729,17179870596
17179877299,17179870791
17179877449,17179871946
17179877962,17179869433
17179877987,17179877987
17179878185,17179875132
17179878257,17179874336
17179878292,17179874745
17179878470,17179871024
17179878475,17179869480
17179879111,17179871136
17179879530,17179872799
17179879546,17179878492
17179879833,17179879833
17179879970,17179879970
17179880098,17179872359
17179880827,17179871659
17179880917,17179871889
17179881134,17179881134
17179881819,17179869544
17179882478,17179875794
17179882512,17179875007
17179882706,17179875046
17179882755,17179882755
17179882760,17179876176
17179882772,17179870934
17179882933,17179878697
17179883368,17179870092
17179883705,17179872632
17179883738,17179881258
17179883990,17179869566
17179884245,17179876206
17179884345,17179870170
17179884567,17179877342
17179884872,17179869309
17179885236,17179878246
17179885417,17179869474
17179885598,17179873837
17179885815,17179869743
17179886341,17179871269
17179886390,17179886213
17179886647,17179885780
17179887007,17179870621
17179887074,17179870769
17179887304,17179887304
17179887940,17179870315
17179888451,17179873790
17179888485,17179870162
17179888537,17179870789
17179888667,17179871258
17179888705,17179870254
17179888789,17179871519
17179889265,17179873062
17179889555,17179870210
17179889670,17179889670
17179889782,17179871573
17179889794,17179887647
17179890160,17179874269
17179890810,17179869769
17179890823,17179887167
17179891584,17179871029
17179891779,17179874386
17179892152,17179870388
17179892524,17179869949
17179892532,17179871405
17179892802,17179882683
17179892879,17179870650
17179892903,17179871707
17179893766,17179893766
17179893892,17179869231
17179893978,17179882244
17179894129,17179874369
17179894983,17179894983
17179895006,17179878052
17179895070,17179873636
17179895262,17179869996
17179895404,17179873498
17179895478,17179871064
17179895533,17179889608
17179895775,17179871392
17179896292,17179874055
17179896536,17179896536
17179897084,17179885700
17179897508,17179870478
17179897794,17179870649
17179897830,17179872248
17179898033,17179871008
17179898061,17179872731
17179898478,17179886687
17179898703,17179869967
17179898873,17179871090
17179899356,17179869544
17179899870,17179878763
17179899880,17179899880
17179900122,17179869440
17179900333,17179876447
17179900543,17179880474
17179900714,17179885312
17179901056,17179881143
17179901362,17179869388
17179901450,17179881618
17179901692,17179871733
17179902126,17179875459
17179902285,17179873408
17179902379,17179877109
17179902534,17179902534
17179902545,17179870718
17179869337,17179869337
17179869356,17179869356
17179869948,17179869948
17179870053,17179870053
17179870267,17179870267
17179870306,17179870306
17179870412,17179870412
17179870802,17179870802
17179870940,17179870940
17179871098,17179871098
17179871289,17179869875
17179871351,17179871351
17179871587,17179871587
17179871793,17179871793
17179871800,17179870707
17179871806,17179871806
17179872050,17179872050
17179872176,17179869418
17179872382,17179872382
17179872613,17179870797
17179872700,17179869928
17179873164,17179873148
17179873288,17179873147
17179873993,17179873993
17179873998,17179873998
17179874330,17179874330
17179874377,17179874377
17179874684,17179874684
17179874732,17179872706
17179874820,17179874238
17179874941,17179872931
17179875273,17179875273
17179875465,17179869793
17179875582,17179871201
17179875825,17179870181
17179875839,17179870559
17179875868,17179869239
17179876094,17179876094
17179876855,17179872056
17179876948,17179876948
17179876964,17179876317
17179877172,17179873963
17179877374,17179871400
17179877798,17179870953
17179877836,17179870257
17179878174,17179878174
17179878383,17179873310
17179878402,17179878402
17179878492,17179878492
17179878580,17179874822
17179878743,17179872101
17179879095,17179872706
17179879169,17179874117
17179879430,17179873784
17179879527,17179872966
17179879913,17179874039
17179880214,17179876905
17179880411,17179872628
17179880571,17179871080
17179880595,17179870655
17179880691,17179876327
17179880774,17179880774
17179880902,17179875302
17179881016,17179870848
17179881159,17179881159
17179881531,17179873648
17179881798,17179870951
17179882108,17179880334
17179882325,17179878250
17179882651,17179874401
17179882713,17179877662
17179883060,17179872898
17179883334,17179883334
17179883399,17179875971
17179883664,17179871237
17179884207,17179871495
17179884537,17179881380
17179885001,17179869340
17179885083,17179879992
17179885207,17179879196
17179885218,17179869732
17179885411,17179873988
17179885804,17179872959
17179885974,17179873794
17179886174,17179871258
17179886286,17179869445
17179886440,17179881991
17179886532,17179886532
17179887177,17179878485
17179888102,17179869484
17179888147,17179876336
17179888214,17179873153
17179888511,17179870683
17179889017,17179876991
17179889290,17179871861
17179889422,17179871779
17179889545,17179874402
17179889760,17179870743
17179890042,17179881609
17179891077,17179874611
17179891202,17179878249
17179891468,17179869715
17179891840,17179869954
17179892619,17179886006
17179892715,17179870604
17179892784,17179879832
17179893117,17179874330
17179893257,17179878655
17179893376,17179885939
17179893573,17179884240
17179893645,17179869998
17179893780,17179877487
17179893787,17179893787
17179893830,17179874109
17179894017,17179876490
17179894100,17179877370
17179894771,17179872415
17179894967,17179871267
17179895066,17179883579
17179895073,17179895073
17179895086,17179871502
17179895213,17179869227
17179895300,17179871433
17179896256,17179872761
17179896410,17179870273
17179896545,17179874417
17179896597,17179869515
17179896930,17179873175
17179897089,17179873210
17179897152,17179897152
17179897242,17179871120
17179897424,17179884781
17179897602,17179877952
17179897636,17179873719
17179897641,17179869213
17179897862,17179869623
17179897986,17179870318
17179898112,17179871888
17179898126,17179870197
17179898134,17179878600
17179898150,17179878250
17179898268,17179874644
17179898392,17179876380
17179898492,17179869672
17179898641,17179869970
17179898835,17179869386
17179898905,17179870669
17179899006,17179899006
17179899044,17179872930
17179899330,17179869284
17179899379,17179874355
17179899872,17179870603
17179899910,17179876746
17179899934,17179875148
17179900046,17179875298
17179900183,17179869378
17179900476,17179900476
17179900677,17179879043
17179900693,17179872503
17179900860,17179900860
17179901090,17179869231
17179901196,17179901196
17179901342,17179870610
17179901425,17179878152
17179901569,17179869232
17179901595,17179874302
17179901637,17179901637
17179901641,17179877009
17179901712,17179901712
17179901890,17179869770
17179902260,17179877357
17179902502,17179871076
17179902587,17179870372
17179869228,17179869228
17179869556,17179869556
17179869838,17179869544
17179869876,17179869619
17179869941,17179869941
17179870029,17179870029
17179870340,17179870340
17179870428,17179870428
17179871278,17179871278
17179871474,17179869546
17179871531,17179871531
17179871717,17179871717
17179872139,17179871340
17179872250,17179870130
17179872355,17179869471
17179872626,17179871941
17179873348,17179872862
17179873377,17179870001
17179873395,17179869524
17179873626,17179869454
17179873892,17179873892
17179874276,17179874276
17179874589,17179874589
17179874701,17179874701
17179874791,17179872670
17179874968,17179874968
17179875089,17179872257
17179875389,17179875389
17179875602,17179870796
17179876200,17179870234
17179876213,17179871931
17179876450,17179874329
17179876590,17179869649
17179877115,17179877115
17179877140,17179872558
17179877312,17179877312
17179877637,17179872165
17179877838,17179877838
17179878423,17179869475
17179878775,17179874150
17179878793,17179876220
17179879444,17179871783
